anno_index,coord_x,coord_y,coord_z,diameter,malscore,diameter_mm
2,0.61,0.64,0.2762,0.0285,0.8529000282287598,11.40369987487793
4,0.58,0.61,0.3094,0.024,0.8234999775886536,9.611300468444824
5,0.58,0.64,0.3094,0.0304,0.8371000289916992,12.16189956665039
6,0.25,0.67,0.3094,0.0102,0.8338999748229979,4.087600231170653
7,0.31,0.67,0.3094,0.0173,0.9492999911308287,6.908599853515625
8,0.31,0.7,0.3094,0.0158,0.9255999922752379,6.327199935913086
10,0.61,0.67,0.3425,0.0158,0.8320999741554259,6.301000118255615
11,0.67,0.67,0.3425,0.0184,0.9293000102043152,7.349699974060059
14,0.58,0.61,0.3757,0.0115,0.843500018119812,4.587200164794922
15,0.58,0.64,0.3757,0.0173,0.944700002670288,6.9375
16,0.67,0.67,0.3757,0.0197,0.9564999938011168,7.892499923706055
19,0.79,0.46,0.4088,0.0207,0.964299976825714,8.279199600219728
20,0.58,0.64,0.4088,0.0183,0.9398999810218812,7.338300228118896
21,0.79,0.46,0.442,0.0176,0.9491000175476074,7.057199954986572
