anno_index,coord_x,coord_y,coord_z,diameter,malscore,diameter_mm
2,0.7182,0.3636,0.337,0.0149,0.9247999787330629,6.5356998443603525
3,0.8,0.3364,0.3696,0.0092,0.8640999794006348,4.041600227355957
4,0.8273,0.3909,0.3696,0.0162,0.9564999938011168,7.144599914550781
5,0.8273,0.4182,0.3696,0.0154,0.9255999922752379,6.794099807739258
6,0.8273,0.3909,0.4022,0.0143,0.9484999775886536,6.285600185394287
7,0.8273,0.4182,0.4022,0.0168,0.9679999947547911,7.380300045013428
8,0.3364,0.4455,0.4022,0.0148,0.9779000282287598,6.527100086212157
9,0.3364,0.4727,0.4022,0.0074,0.8349999785423279,3.275500059127808
10,0.8,0.6364,0.4022,0.0078,0.8230999708175659,3.440200090408325
11,0.6909,0.4727,0.4674,0.0156,0.9218999743461608,6.844200134277344
13,0.3909,0.2818,0.5,0.0175,0.9628000259399414,7.706600189208982
14,0.4182,0.2818,0.5,0.0146,0.9362000226974488,6.4060001373291025
15,0.6909,0.2818,0.5,0.0091,0.8557999730110168,3.983700037002564
19,0.4455,0.7182,0.5326,0.0174,0.9200000166893004,7.63539981842041
20,0.4727,0.7182,0.5326,0.0135,0.8428999781608582,5.933899879455566
21,0.4455,0.2818,0.5652,0.0117,0.9117000102996826,5.160799980163574
22,0.2818,0.5545,0.5652,0.0177,0.9825000166893004,7.781700134277344
23,0.3091,0.5545,0.5652,0.0162,0.9844999909400941,7.129099845886231
24,0.3364,0.3091,0.5978,0.0157,0.9523000121116638,6.909800052642822
25,0.6909,0.3091,0.6304,0.0149,0.9498000144958496,6.550600051879883
26,0.6636,0.5818,0.6629999999999999,0.0073,0.8557000160217285,3.222899913787842
27,0.6636,0.6091,0.6629999999999999,0.0089,0.8644000291824341,3.934799909591675
28,0.7455,0.4455,0.6957,0.0112,0.8823999762535095,4.908299922943115
29,0.7727,0.4455,0.6957,0.0107,0.930999994277954,4.726099967956543
30,0.6636,0.6091,0.6957,0.0108,0.9233999848365784,4.754700183868408
31,0.2818,0.4182,0.7283,0.013999999999999999,0.9753999710083008,6.1630001068115225
32,0.4455,0.6364,0.7283,0.0141,0.9355000257492064,6.1914000511169425
33,0.6364,0.3909,0.7609,0.0181,0.961300015449524,7.973999977111816
34,0.6636,0.3909,0.7609,0.0167,0.9661999940872192,7.338600158691406
35,0.6364,0.3909,0.7935,0.0108,0.8641999959945679,4.748700141906738
36,0.6636,0.3909,0.7935,0.0119,0.9314000010490416,5.23799991607666
37,0.7727,0.5273,0.7935,0.0129,0.8822000026702881,5.691199779510497
38,0.7727,0.5545,0.7935,0.006999999999999999,0.8083999752998352,3.095999956130981
39,0.6636,0.6364,0.8261,0.0086,0.8554000258445741,3.7776000499725337
