anno_index,coord_x,coord_y,coord_z,diameter,malscore,diameter_mm
0,0.7444,0.7111,0.1963,0.0209,0.9661999940872192,7.535999774932861
1,0.2444,0.2778,0.3067,0.0142,0.8005999922752379,5.127799987792969
2,0.2444,0.3111,0.3067,0.0211,0.9757999777793884,7.5893001556396475
3,0.2778,0.3111,0.3067,0.0189,0.926900029182434,6.809700012207031
4,0.8444,0.3444,0.3067,0.0139,0.8604999780654907,4.986000061035156
5,0.8444,0.3778,0.3067,0.0201,0.9520999789237976,7.252399921417236
6,0.2444,0.3111,0.3436,0.0214,0.9485999941825868,7.706299781799316
7,0.2778,0.3111,0.3436,0.0176,0.9387000203132628,6.3334999084472665
8,0.8444,0.3778,0.3436,0.0186,0.9354000091552734,6.7042999267578125
9,0.2111,0.7111,0.3436,0.0148,0.900600016117096,5.343999862670898
10,0.8111,0.7111,0.3436,0.016,0.9219999909400941,5.7469000816345215
11,0.8111,0.7444,0.3436,0.0157,0.8828999996185303,5.669099807739258
12,0.3778,0.4111,0.4908,0.0141,0.8852999806404114,5.08620023727417
