anno_index,coord_x,coord_y,coord_z,diameter,malscore,diameter_mm
4,0.8111,0.5444,0.4908,0.0128,0.8583999872207642,4.607200145721436
5,0.8111,0.5444,0.5276,0.0143,0.9167000055313108,5.1545000076293945
6,0.2444,0.5778,0.5276,0.0186,0.9417999982833862,6.708199977874756
7,0.2778,0.5778,0.5276,0.0157,0.9397000074386596,5.645699977874756
8,0.8111,0.5778,0.5276,0.0166,0.941100001335144,5.97790002822876
9,0.2444,0.6111,0.5276,0.0211,0.9557999968528748,7.593900203704834
10,0.2778,0.6111,0.5276,0.0212,0.9690999984741212,7.633200168609619
11,0.2444,0.5778,0.5644,0.0144,0.8630999922752379,5.167099952697754
12,0.2778,0.5778,0.5644,0.0095,0.8061000108718872,3.4059998989105225
13,0.2444,0.6111,0.5644,0.0171,0.9204000234603882,6.17110013961792
14,0.2778,0.6111,0.5644,0.0125,0.8634999990463257,4.490600109100342
15,0.2444,0.5444,0.7117,0.0195,0.962499976158142,7.034900188446045
16,0.6111,0.5444,0.8589,0.0229,0.991699993610382,8.23799991607666
17,0.6444,0.5444,0.8589,0.0206,0.9872999787330629,7.401599884033202
18,0.6111,0.5778,0.8589,0.0133,0.8237000107765198,4.789999961853027
19,0.6444,0.5778,0.8589,0.0118,0.8630999922752379,4.265100002288818
