anno_index,coord_x,coord_y,coord_z,diameter,malscore,diameter_mm
0,0.2818,0.4727,0.4564,0.0075,0.8309000134468079,3.3024001121521
1,0.3091,0.5,0.4564,0.0109,0.8877000212669373,4.808899879455566
2,0.2818,0.3909,0.4966,0.0068,0.8051999807357788,3.0127999782562256
3,0.3091,0.5,0.4966,0.0127,0.9394999742507936,5.582300186157227
4,0.3091,0.5273,0.4966,0.016,0.9792000055313108,7.045100212097168
5,0.2273,0.5818,0.4966,0.0141,0.8894000053405762,6.197400093078612
6,0.2545,0.5818,0.4966,0.016,0.9556999802589417,7.0349998474121085
7,0.2545,0.6091,0.4966,0.0167,0.963599979877472,7.349899768829348
8,0.2545,0.5818,0.5369,0.0145,0.941100001335144,6.395100116729736
9,0.2545,0.6091,0.5369,0.017,0.9657999873161316,7.486499786376952
10,0.7182,0.3909,0.5772,0.0127,0.9082000255584716,5.604899883270264
11,0.7455,0.4182,0.5772,0.0105,0.8851000070571899,4.610400199890137
