anno_index,coord_x,coord_y,coord_z,diameter,malscore,diameter_mm
3,0.6374,0.3077,0.2529,0.0128,0.921500027179718,4.6427001953125
4,0.6703,0.3077,0.2529,0.0151,0.9728000164031982,5.512400150299072
5,0.7033,0.3077,0.2529,0.0108,0.9523000121116638,3.937400102615357
6,0.6044,0.3407,0.2529,0.0134,0.9255999922752379,4.875199794769287
7,0.6374,0.3407,0.2529,0.0168,0.9739999771118164,6.121699810028076
8,0.6703,0.3407,0.2529,0.0144,0.9765999913215636,5.224999904632568
18,0.3077,0.4396,0.3218,0.0114,0.8395000100135803,4.1475000381469735
19,0.1758,0.6374,0.3218,0.0209,0.9530000090599059,7.622700214385986
20,0.2088,0.6374,0.3218,0.0152,0.9190000295639038,5.515999794006348
21,0.8022,0.4066,0.3563,0.0174,0.9327999949455258,6.3334999084472665
22,0.7692,0.4396,0.3563,0.0122,0.8432000279426575,4.450799942016602
23,0.8022,0.4396,0.3563,0.0202,0.9495999813079834,7.364799976348878
24,0.2088,0.6044,0.3563,0.0198,0.9721000194549559,7.224199771881103
25,0.2088,0.6374,0.3563,0.0209,0.9628999829292296,7.621699810028076
26,0.8022,0.4066,0.3908,0.0116,0.8723000288009644,4.208600044250488
27,0.8022,0.4396,0.3908,0.0173,0.9499999880790708,6.288700103759768
28,0.2088,0.6044,0.3908,0.0195,0.9663000106811525,7.099599838256836
29,0.2088,0.6374,0.3908,0.0165,0.919700026512146,6.003200054168701
30,0.2418,0.6703,0.3908,0.0253,0.9688000082969666,9.192700386047363
31,0.2418,0.7033,0.3908,0.0264,0.9794999957084656,9.621600151062012
33,0.2418,0.6703,0.4253,0.0178,0.9415000081062316,6.4868998527526855
34,0.2418,0.7033,0.4253,0.0136,0.8680999875068665,4.942299842834473
40,0.5714,0.6374,0.7356,0.0171,0.9502000212669371,6.2291998863220215
41,0.2747,0.4725,0.8391,0.017,0.9136000275611876,6.182899951934815
