anno_index,coord_x,coord_y,coord_z,diameter,malscore,diameter_mm
0,0.2171,0.6971,0.2857,0.015,0.8500000238418579,5.250699996948242
2,0.6629,0.5943,0.3247,0.0124,0.8646000027656555,4.340099811553955
3,0.2171,0.6971,0.3247,0.0159,0.9203000068664552,5.559999942779541
9,0.2171,0.4571,0.4416,0.0109,0.8802000284194946,3.8255999088287367
10,0.2171,0.5257,0.4416,0.0173,0.9070000052452089,6.046500205993652
16,0.2171,0.5257,0.4805,0.0198,0.9538999795913696,6.922599792480469
17,0.2514,0.5257,0.4805,0.0097,0.8234000205993652,3.408600091934204
18,0.2857,0.3543,0.5195,0.0135,0.8711000084877014,4.717100143432617
19,0.32,0.3886,0.5195,0.0183,0.9417999982833862,6.420599937438965
20,0.1829,0.56,0.5974,0.0104,0.8378999829292297,3.654400110244752
21,0.3543,0.6971,0.5974,0.016,0.8580999970436096,5.60099983215332
22,0.3886,0.6971,0.5974,0.0142,0.8607000112533569,4.976200103759767
23,0.7657,0.4571,0.6753,0.021,0.9714999794960022,7.335899829864503
24,0.7657,0.4914,0.6753,0.023,0.9785000085830688,8.063300132751465
25,0.2171,0.56,0.6753,0.0078,0.8026000261306763,2.7153000831604004
26,0.2171,0.5943,0.6753,0.0192,0.9358000159263612,6.714799880981445
27,0.2514,0.6286,0.6753,0.0111,0.8651000261306763,3.876399993896485
28,0.2171,0.6629,0.6753,0.0164,0.8022999763488771,5.741499900817871
29,0.2514,0.6629,0.6753,0.0217,0.9728999733924866,7.610199928283691
31,0.7657,0.4571,0.7143,0.0186,0.9587000012397766,6.512400150299072
32,0.7657,0.4914,0.7143,0.0195,0.9555000066757202,6.819499969482423
33,0.2514,0.6286,0.7143,0.0137,0.9495000243186952,4.808199882507324
34,0.2514,0.6629,0.7143,0.0191,0.9541000127792358,6.67110013961792
35,0.6286,0.6286,0.7922,0.0155,0.9072999954223632,5.420100212097168
