anno_index,coord_x,coord_y,coord_z,diameter,malscore,diameter_mm
0,0.6778,0.7444,0.3915,0.0188,0.9463000297546388,6.780799865722656
1,0.7111,0.7444,0.3915,0.0137,0.8880000114440918,4.933899879455566
2,0.3444,0.7778,0.3915,0.014,0.9225000143051147,5.05649995803833
3,0.3444,0.4778,0.4233,0.0201,0.9314000010490416,7.246200084686277
4,0.3778,0.6444,0.4233,0.0218,0.9433000087738036,7.853799819946289
5,0.3444,0.7778,0.4868,0.0166,0.9330000281333924,5.974500179290772
6,0.3444,0.7778,0.5185,0.0164,0.940400004386902,5.916299819946289
7,0.3444,0.4444,0.5503,0.0198,0.9646000266075134,7.115099906921388
8,0.1444,0.6444,0.5503,0.0199,0.942300021648407,7.178599834442139
17,0.7778,0.4778,0.6138,0.0203,0.9519000053405762,7.30649995803833
28,0.2444,0.6444,0.8042,0.0096,0.8474000096321106,3.4553000926971436
