anno_index,coord_x,coord_y,coord_z,diameter,malscore,diameter_mm
2,0.2133,0.3733,0.2857,0.0181,0.9470999836921692,5.432499885559082
3,0.2533,0.3733,0.2857,0.022000000000000002,0.9679999947547911,6.59250020980835
4,0.1733,0.4133,0.3247,0.0207,0.9591000080108644,6.223899841308594
5,0.3333,0.4133,0.4026,0.0085,0.8550999760627747,2.541199922561645
6,0.2933,0.2933,0.4805,0.0155,0.8554999828338623,4.638400077819824
7,0.3333,0.2933,0.4805,0.023,0.9438999891281128,6.91349983215332
15,0.3333,0.3333,0.6364,0.0111,0.8501999974250793,3.3266000747680664
17,0.2933,0.2933,0.6753,0.0172,0.8633000254631042,5.1458001136779785
18,0.2933,0.3333,0.6753,0.0228,0.9650999903678894,6.837200164794923
19,0.2933,0.3333,0.7143,0.0251,0.8966000080108643,7.526700019836426
20,0.2533,0.5333,0.7143,0.0178,0.9412999749183656,5.332799911499023
