anno_index,coord_x,coord_y,coord_z,diameter,malscore,diameter_mm
0,0.3111,0.4111,0.3284,0.0273,0.9563000202178956,9.844599723815918
2,0.3778,0.6444,0.3988,0.0149,0.8564000129699707,5.365900039672852
7,0.3444,0.6444,0.434,0.016,0.8521000146865845,5.768899917602539
8,0.3778,0.6444,0.434,0.0152,0.8644999861717224,5.4552998542785645
9,0.7778,0.3778,0.61,0.0125,0.9021999835968018,4.489099979400635
10,0.1778,0.4444,0.61,0.0147,0.8148000240325928,5.2743000984191895
11,0.1778,0.4444,0.6452,0.0137,0.9057999849319458,4.947000026702881
12,0.6778,0.5111,0.8563,0.0141,0.8640000224113464,5.089000225067139
13,0.6778,0.5444,0.8563,0.0216,0.9760000109672546,7.762899875640869
16,0.6778,0.5444,0.8915,0.0168,0.8339999914169312,6.03439998626709
