anno_index,coord_x,coord_y,coord_z,diameter,malscore,diameter_mm
5,0.6471,0.8235,0.3311,0.0181,0.9241999983787536,6.147500038146973
10,0.2941,0.4353,0.4106,0.0183,0.9296000003814696,6.212299823760986
11,0.2588,0.4353,0.4503,0.0126,0.8123999834060669,4.2785000801086435
12,0.2941,0.4353,0.4503,0.0195,0.968999981880188,6.632500171661378
13,0.2941,0.4706,0.4503,0.0183,0.948099970817566,6.235000133514402
14,0.3294,0.4706,0.4503,0.0126,0.8762999773025513,4.2677998542785645
15,0.2235,0.4706,0.5695,0.0159,0.9059000015258788,5.406499862670898
16,0.2941,0.5059,0.5695,0.0182,0.948099970817566,6.180900096893311
17,0.2941,0.5412,0.5695,0.0126,0.8274000287055969,4.281899929046632
18,0.7176,0.6118,0.6887,0.0185,0.9512000083923341,6.29449987411499
