anno_index,coord_x,coord_y,coord_z,diameter,malscore,diameter_mm
0,0.3238,0.4667,0.32,0.0096,0.8285999894142151,4.051099777221681
1,0.3238,0.4952,0.32,0.0147,0.9172000288963318,6.174600124359131
2,0.2667,0.5524,0.32,0.0188,0.9814000129699708,7.900599956512451
3,0.2952,0.5524,0.32,0.0138,0.9361000061035156,5.812699794769287
4,0.2381,0.4381,0.3543,0.0135,0.8907999992370605,5.678199768066406
5,0.2381,0.4381,0.3886,0.0137,0.9538999795913696,5.760300159454348
6,0.3238,0.4952,0.3886,0.0178,0.955299973487854,7.483500003814697
7,0.2667,0.4095,0.4229,0.0193,0.9088000059127808,8.104599952697754
8,0.2952,0.4095,0.4229,0.0206,0.9567000269889832,8.667699813842772
9,0.2667,0.4095,0.4571,0.013000000000000001,0.8100000023841858,5.462100028991699
10,0.2952,0.4095,0.4571,0.0199,0.958199977874756,8.35420036315918
39,0.7524,0.4667,0.5943,0.0114,0.8410999774932861,4.774499893188477
40,0.7524,0.4952,0.5943,0.0179,0.9671000242233276,7.501699924468994
46,0.2952,0.6381,0.6629,0.0115,0.8108000159263611,4.815000057220459
47,0.6667,0.4667,0.6971,0.0153,0.8862000107765198,6.4191999435424805
48,0.2952,0.6381,0.6971,0.0142,0.9205999970436096,5.956399917602539
