anno_index,coord_x,coord_y,coord_z,diameter,malscore,diameter_mm
0,0.1778,0.2778,0.3301,0.0125,0.8910999894142151,4.497200012207031
1,0.8778,0.3111,0.3301,0.0224,0.9757999777793884,8.059700012207031
2,0.9111,0.3111,0.3301,0.0188,0.9241999983787536,6.766600131988525
3,0.1444,0.5444,0.3301,0.0122,0.8970999717712402,4.399499893188477
4,0.8778,0.3111,0.3592,0.0186,0.9025999903678894,6.705699920654298
5,0.9111,0.3111,0.3592,0.0139,0.8093000054359436,5.000800132751465
7,0.2778,0.3111,0.3883,0.013999999999999999,0.9025999903678894,5.023900032043457
8,0.8111,0.3778,0.3883,0.0223,0.9864000082015992,8.019700050354004
9,0.8111,0.3778,0.4175,0.0084,0.8215000033378601,3.006200075149536
10,0.1778,0.5111,0.4175,0.0168,0.9509999752044678,6.058899879455566
11,0.2778,0.6111,0.4757,0.013999999999999999,0.9164000153541564,5.032899856567383
12,0.3111,0.6111,0.4757,0.0102,0.8752999901771545,3.675299882888794
13,0.2778,0.6444,0.4757,0.0122,0.8963999748229979,4.395500183105469
14,0.3111,0.6444,0.4757,0.0076,0.8172000050544739,2.733799934387207
17,0.3444,0.3111,0.5631,0.0254,0.9782999753952026,9.140899658203123
20,0.3444,0.2778,0.5922,0.0146,0.8589000105857849,5.2403998374938965
21,0.3444,0.3111,0.5922,0.0256,0.9853000044822692,9.209099769592283
22,0.3778,0.3111,0.5922,0.0146,0.8140000104904175,5.264200210571289
23,0.7444,0.5111,0.5922,0.0199,0.9954000115394592,7.149099826812744
24,0.7111,0.3111,0.6214,0.017,0.9524000287055968,6.117099761962893
25,0.3444,0.3444,0.6214,0.0111,0.8159999847412109,3.9800000190734863
26,0.7111,0.3444,0.6214,0.0157,0.9182999730110168,5.6487998962402335
29,0.3778,0.4444,0.8252,0.0213,0.9817000031471252,7.664999961853027
30,0.4111,0.4444,0.8252,0.0187,0.9733999967575072,6.736800193786621
31,0.3778,0.4778,0.8252,0.0213,0.9424999952316284,7.65749979019165
32,0.4111,0.4778,0.8252,0.019,0.9423999786376952,6.843400001525879
