anno_index,coord_x,coord_y,coord_z,diameter,malscore,diameter_mm
0,0.2564,0.3487,0.4469,0.0116,0.8766999840736389,4.528600215911865
1,0.2872,0.3179,0.4804,0.0152,0.9160000085830688,5.9223999977111825
2,0.3487,0.3179,0.4804,0.0277,0.9858999848365784,10.800800323486328
3,0.2872,0.3487,0.4804,0.0153,0.8978000283241272,5.97599983215332
4,0.2564,0.4103,0.514,0.0181,0.935699999332428,7.055500030517577
5,0.2872,0.4103,0.514,0.0158,0.9301000237464904,6.178500175476074
6,0.2256,0.5641,0.5475,0.0179,0.9409999847412108,6.989200115203857
7,0.2256,0.5641,0.581,0.017,0.9426000118255616,6.638400077819824
18,0.6872,0.4103,0.6816,0.0116,0.8198000192642212,4.536799907684326
19,0.6872,0.5026,0.6816,0.0117,0.8402000069618225,4.556600093841553
20,0.6872,0.5949,0.6816,0.0105,0.88919997215271,4.1041998863220215
21,0.5949,0.7179,0.6816,0.0216,0.9366000294685364,8.44279956817627
25,0.6872,0.4103,0.7151,0.0192,0.9775999784469604,7.488399982452393
26,0.6872,0.441,0.7151,0.0217,0.9833999872207642,8.479100227355957
27,0.3179,0.5026,0.7151,0.0151,0.933899998664856,5.870500087738037
28,0.3179,0.5026,0.7486,0.0079,0.8529999852180481,3.08240008354187
29,0.3179,0.3795,0.7821,0.0096,0.8730000257492065,3.744999885559082
30,0.6564,0.4103,0.8156,0.013999999999999999,0.9199000000953674,5.441599845886231
31,0.7179,0.5026,0.8156,0.0222,0.975600004196167,8.639200210571289
32,0.6256,0.6256,0.8156,0.0115,0.8533999919891357,4.467700004577637
33,0.6256,0.6564,0.8156,0.0173,0.9546999931335448,6.74399995803833
34,0.6564,0.6564,0.8156,0.0117,0.8766999840736389,4.562699794769287
36,0.7179,0.5026,0.8492,0.0135,0.8970999717712402,5.246699810028076
