anno_index,coord_x,coord_y,coord_z,diameter,malscore,diameter_mm
0,0.2714,0.1857,0.3636,0.0224,0.9146999716758728,6.262700080871582
1,0.2714,0.1857,0.4026,0.0235,0.9563999772071838,6.572000026702881
2,0.3143,0.3571,0.4026,0.0216,0.9480000138282776,6.054100036621094
3,0.4,0.6571,0.4026,0.02,0.85589998960495,5.59630012512207
4,0.8286,0.4,0.4805,0.0228,0.9871000051498412,6.378499984741211
5,0.8286,0.4429,0.4805,0.0267,0.9901000261306764,7.489799976348878
10,0.2714,0.1857,0.5195,0.0122,0.8586000204086304,3.4195001125335693
11,0.3143,0.1857,0.5195,0.0117,0.9229999780654908,3.2883999347686768
12,0.2714,0.2286,0.5195,0.0183,0.9075000286102296,5.111800193786621
13,0.3143,0.2286,0.5195,0.0135,0.8723999857902527,3.7871999740600586
14,0.7857,0.3571,0.5195,0.0205,0.9054999947547911,5.743800163269043
15,0.8286,0.3571,0.5195,0.0241,0.9587000012397766,6.741799831390381
16,0.8286,0.4,0.5195,0.0122,0.9409000277519226,3.4163999557495117
17,0.8286,0.4429,0.5195,0.0176,0.9757999777793884,4.938300132751465
20,0.7857,0.4857,0.5195,0.0207,0.8801000118255615,5.802000045776367
21,0.8286,0.4857,0.5195,0.0184,0.9171000123023988,5.146200180053711
24,0.7857,0.3571,0.5584,0.0228,0.9642999768257141,6.376399993896484
25,0.8286,0.3571,0.5584,0.0264,0.9810000061988832,7.401299953460692
26,0.7857,0.4857,0.5584,0.0283,0.9923999905586244,7.935400009155272
27,0.8286,0.4857,0.5584,0.0246,0.9897000193595886,6.89769983291626
28,0.7857,0.4857,0.5974,0.019,0.9269000291824341,5.320199966430664
29,0.8286,0.4857,0.5974,0.0178,0.9442999958992004,4.989999771118164
30,0.7857,0.5286,0.5974,0.0277,0.9771000146865844,7.765200138092041
31,0.8286,0.5286,0.5974,0.0267,0.976199984550476,7.46589994430542
34,0.4,0.5714,0.8312,0.0287,0.9822999835014344,8.046899795532228
35,0.4,0.5714,0.8701,0.0219,0.957099974155426,6.1276001930236825
