anno_index,coord_x,coord_y,coord_z,diameter,malscore,diameter_mm
0,0.8391,0.3563,0.2514,0.0226,0.9639000296592712,7.876999855041504
1,0.8736,0.4943,0.2514,0.0202,0.9513000249862672,7.0432000160217285
2,0.8391,0.3563,0.2857,0.0147,0.9036999940872192,5.100399971008301
3,0.8736,0.4943,0.2857,0.0211,0.9549000263214112,7.352099895477295
4,0.7701,0.6667,0.2857,0.0214,0.9488000273704528,7.447000026702881
5,0.7701,0.7011,0.2857,0.0188,0.9179999828338624,6.531899929046631
6,0.7701,0.6667,0.32,0.0209,0.9117000102996826,7.2718000411987305
7,0.7701,0.7011,0.32,0.0143,0.8533999919891357,4.9714999198913565
8,0.8046,0.3908,0.3543,0.0189,0.9193000197410583,6.56440019607544
9,0.7356,0.2874,0.4229,0.0129,0.8174999952316284,4.505899906158447
10,0.7701,0.2874,0.4229,0.0153,0.9089000225067142,5.327600002288818
11,0.2529,0.5632,0.4914,0.0132,0.8823999762535095,4.605100154876709
12,0.7356,0.3908,0.5257,0.0182,0.9366999864578248,6.3221001625061035
13,0.7701,0.3908,0.5257,0.0131,0.8777999877929688,4.5433998107910165
14,0.7356,0.4253,0.5257,0.0223,0.9621000289916992,7.757400035858152
15,0.7701,0.4253,0.5257,0.0122,0.8203999996185303,4.232999801635741
51,0.7011,0.6322,0.8,0.0178,0.8912000060081482,6.210700035095215
52,0.7011,0.6667,0.8,0.0248,0.9690999984741212,8.634499549865723
54,0.7011,0.6667,0.8343,0.0204,0.9207000136375428,7.09250020980835
55,0.6322,0.6667,0.8686,0.0225,0.9337999820709229,7.820000171661378
