anno_index,coord_x,coord_y,coord_z,diameter,malscore,diameter_mm
0,0.3196,0.4124,0.4253,0.0177,0.9513000249862672,6.849899768829348
1,0.8144,0.4124,0.4253,0.0199,0.9628000259399414,7.728499889373777
2,0.8454,0.4124,0.4253,0.0153,0.9175999760627748,5.9223999977111825
3,0.2887,0.4433,0.4253,0.0169,0.9189000129699708,6.5651001930236825
4,0.3196,0.4433,0.4253,0.0208,0.9796000123023988,8.082200050354004
5,0.2887,0.4742,0.4253,0.019,0.9470000267028807,7.363699913024902
6,0.6598,0.5361,0.4253,0.0192,0.9459000229835508,7.43690013885498
7,0.6907,0.5361,0.4253,0.0136,0.8956999778747559,5.275700092315674
8,0.8144,0.4124,0.4598,0.0195,0.9643999934196472,7.584099769592285
9,0.2887,0.4433,0.4598,0.0143,0.9078999757766724,5.535399913787842
10,0.2887,0.4742,0.4598,0.0197,0.9747999906539916,7.625
11,0.3196,0.2577,0.5632,0.0083,0.8087999820709229,3.23580002784729
12,0.2577,0.2887,0.5632,0.013999999999999999,0.9502000212669371,5.443399906158447
13,0.2577,0.3196,0.5632,0.0174,0.962000012397766,6.749499797821045
14,0.7835,0.4433,0.6667,0.0089,0.83160001039505,3.443300008773804
15,0.3196,0.6289,0.6667,0.0173,0.9279999732971193,6.705399990081787
16,0.2887,0.3196,0.7011,0.0073,0.8043000102043152,2.827800035476685
17,0.3505,0.3196,0.7356,0.0182,0.9441999793052672,7.058800220489503
18,0.7216,0.4742,0.7356,0.0127,0.8213000297546387,4.908299922943115
19,0.7526,0.4742,0.7356,0.0166,0.9301000237464904,6.449100017547607
20,0.7216,0.4742,0.7701,0.0173,0.9416000247001648,6.727099895477295
21,0.7526,0.4742,0.7701,0.016,0.9435999989509584,6.201399803161621
22,0.7526,0.4742,0.8046,0.0129,0.8884999752044678,5.012700080871582
23,0.7526,0.5052,0.8046,0.0096,0.810699999332428,3.7188000679016113
24,0.2268,0.5052,0.8391,0.0181,0.9559999704360962,7.0346999168396
