anno_index,coord_x,coord_y,coord_z,diameter,malscore,diameter_mm
2,0.8133,0.4133,0.3049,0.0122,0.8781999945640564,3.657099962234497
9,0.2133,0.6533,0.4512,0.0168,0.9122999906539916,5.05210018157959
10,0.2133,0.6933,0.4512,0.0254,0.9700000286102296,7.61329984664917
11,0.2133,0.6533,0.4878,0.0118,0.8597999811172485,3.5357000827789307
12,0.2133,0.6933,0.4878,0.0269,0.9724000096321106,8.069199562072754
13,0.7333,0.3333,0.5244,0.0225,0.9598000049591064,6.750800132751465
14,0.7333,0.3333,0.561,0.0145,0.8618999719619751,4.3505001068115225
15,0.2933,0.6533,0.6707,0.0157,0.8944000005722046,4.722599983215332
16,0.2933,0.6933,0.6707,0.0114,0.8125,3.407900094985962
17,0.7333,0.6933,0.7805,0.0206,0.9204000234603882,6.179800033569336
