anno_index,coord_x,coord_y,coord_z,diameter,malscore,diameter_mm
3,0.1733,0.4533,0.2924,0.0226,0.955299973487854,6.7762999534606925
4,0.3333,0.3333,0.3322,0.0154,0.875,4.621399879455566
5,0.1733,0.3733,0.3322,0.0207,0.9563000202178956,6.223800182342527
6,0.1733,0.4133,0.3322,0.0134,0.8446000218391418,4.0227999687194815
7,0.1733,0.4533,0.3322,0.0123,0.8104000091552734,3.6975998878479017
8,0.1733,0.3733,0.3721,0.0169,0.9283999800682068,5.059299945831299
9,0.1733,0.4133,0.3721,0.0096,0.8324999809265137,2.8905000686645512
10,0.2933,0.3333,0.5316,0.0255,0.9467999935150146,7.639900207519531
11,0.2933,0.3733,0.5316,0.0272,0.9462000131607056,8.172300338745117
12,0.2533,0.7333,0.5316,0.0201,0.8694999814033508,6.039500236511231
15,0.2933,0.3333,0.5714,0.0188,0.8652999997138977,5.635700225830077
16,0.2933,0.3733,0.5714,0.0205,0.8665999770164491,6.144299983978272
17,0.2933,0.6933,0.6113,0.0217,0.942900002002716,6.5071001052856445
18,0.2133,0.5733,0.6512,0.0152,0.8460999727249146,4.573599815368652
19,0.2133,0.6133,0.6512,0.0146,0.8518000245094299,4.380000114440918
26,0.5733,0.6133,0.8904,0.0196,0.9387999773025512,5.874300003051758
32,0.5733,0.6133,0.9302,0.0152,0.8612999916076659,4.547999858856201
