anno_index,coord_x,coord_y,coord_z,diameter,malscore,diameter_mm
0,0.2588,0.4706,0.3003,0.0032,0.8878999948501587,1.0943000316619873
1,0.2941,0.4706,0.3003,0.0025,0.8356999754905701,0.8449000120162964
2,0.2588,0.4706,0.3363,0.0022,0.9301999807357788,0.76419997215271
3,0.2941,0.4706,0.3363,0.0027,0.9059000015258788,0.9014000296592712
4,0.2941,0.4353,0.3724,0.0043,0.9596999883651732,1.4527000188827517
5,0.2941,0.4706,0.3724,0.0034,0.9839000105857848,1.1651999950408936
6,0.2941,0.4706,0.4084,0.0021,0.9652000069618224,0.7246000170707703
7,0.2941,0.5059,0.4084,0.0035,0.9132999777793884,1.1786999702453609
10,0.7882,0.1882,0.4444,0.0208,0.94760000705719,7.080399990081787
11,0.8235,0.1882,0.4444,0.0172,0.8888999819755554,5.846799850463867
12,0.7882,0.2235,0.4444,0.0239,0.9627000093460084,8.130999565124513
13,0.8235,0.2235,0.4444,0.016,0.8331000208854675,5.448200225830078
18,0.7529,0.2235,0.4805,0.0229,0.9722999930381776,7.796500205993652
19,0.7882,0.2235,0.4805,0.0215,0.9879999756813048,7.306300163269043
20,0.7529,0.2588,0.4805,0.0198,0.9386000037193298,6.736100196838379
21,0.7882,0.2588,0.4805,0.0223,0.9670000076293944,7.5854997634887695
22,0.4706,0.4706,0.4805,0.0137,0.8055999875068665,4.658899784088135
23,0.7529,0.2235,0.5165,0.024,0.9783999919891356,8.176899909973145
24,0.7882,0.2235,0.5165,0.0215,0.9745000004768372,7.310299873352051
26,0.7529,0.2588,0.5165,0.0256,0.9836999773979188,8.690999984741211
27,0.7882,0.2588,0.5165,0.0236,0.9879999756813048,8.02400016784668
28,0.2235,0.2941,0.5165,0.0134,0.8792999982833862,4.57289981842041
38,0.8235,0.3294,0.5886,0.0168,0.9312999844551086,5.723599910736084
39,0.8235,0.3647,0.5886,0.0219,0.9642000198364258,7.442299842834473
40,0.7882,0.4706,0.5886,0.0129,0.8762000203132629,4.385600090026856
41,0.8235,0.4706,0.5886,0.0115,0.8751999735832214,3.926100015640259
42,0.7882,0.5059,0.5886,0.0159,0.8514999747276306,5.42080020904541
43,0.3647,0.6824,0.5886,0.0207,0.8826000094413757,7.050000190734862
44,0.8235,0.3647,0.6246,0.0119,0.840499997138977,4.033299922943115
45,0.7882,0.4353,0.6967,0.0191,0.9498000144958496,6.5
46,0.4353,0.4706,0.6967,0.0172,0.9093999862670898,5.832900047302246
47,0.4353,0.4706,0.7327,0.0144,0.8883000016212463,4.889599800109863
48,0.7882,0.3647,0.7688,0.0157,0.9139999747276306,5.325200080871582
49,0.3294,0.5059,0.8048,0.0198,0.9416000247001648,6.730800151824951
50,0.3647,0.5059,0.8048,0.0137,0.9186000227928162,4.673999786376953
