anno_index,coord_x,coord_y,coord_z,diameter,malscore,diameter_mm
3,0.7614,0.5227,0.3523,0.019,0.9298999905586244,6.695099830627441
4,0.8636,0.4205,0.4205,0.0179,0.9023000001907348,6.3125
5,0.1818,0.2841,0.4545,0.0156,0.926800012588501,5.496799945831299
6,0.2159,0.2841,0.4545,0.0164,0.9199000000953674,5.755799770355225
7,0.8295,0.2841,0.4545,0.0157,0.9117000102996826,5.536399841308594
8,0.1818,0.3182,0.4545,0.0182,0.9239000082015992,6.4045000076293945
9,0.8295,0.3182,0.4545,0.0238,0.9702000021934508,8.371800422668457
10,0.8295,0.3523,0.4545,0.0244,0.9828000068664552,8.576499938964844
11,0.8636,0.3523,0.4545,0.0116,0.8644000291824341,4.085400104522705
12,0.8636,0.4205,0.4545,0.0281,0.9832000136375428,9.905200004577637
13,0.8636,0.4545,0.4545,0.0148,0.9007999897003174,5.222899913787842
14,0.1477,0.5568,0.4545,0.0207,0.9512000083923341,7.272799968719482
15,0.1818,0.5568,0.4545,0.0208,0.9771000146865844,7.329100131988525
16,0.1477,0.5909,0.4545,0.0161,0.8665000200271606,5.662700176239014
17,0.1818,0.5909,0.4545,0.0213,0.9598000049591064,7.498799800872803
18,0.2159,0.2841,0.4886,0.0164,0.963800013065338,5.771399974822997
19,0.1818,0.3182,0.4886,0.0142,0.8478000164031982,5.013700008392334
20,0.2159,0.3182,0.4886,0.0122,0.8503000140190125,4.2785000801086435
21,0.8295,0.3182,0.4886,0.0227,0.9692999720573424,8.003700256347656
22,0.8295,0.3523,0.4886,0.0232,0.9890000224113464,8.182700157165527
23,0.1818,0.5568,0.4886,0.0193,0.9758999943733216,6.778200149536133
39,0.8295,0.3864,0.7955,0.0089,0.8873999714851379,3.14490008354187
40,0.7955,0.4886,0.8977,0.0072,0.8197000026702881,2.533600091934204
41,0.7955,0.5227,0.8977,0.006999999999999999,0.8565999865531921,2.467400074005127
42,0.7955,0.5568,0.8977,0.0085,0.8906000256538391,3.0046999454498287
47,0.7273,0.5227,0.9318,0.0058,0.8052999973297119,2.031399965286255
50,0.7273,0.5909,0.9318,0.0068,0.8134999871253967,2.4021999835968018
