anno_index,coord_x,coord_y,coord_z,diameter,malscore,diameter_mm
0,0.16,0.49,0.3735,0.0135,0.8091999888420105,5.383600234985352
1,0.19,0.37,0.5181,0.0126,0.9125999808311462,5.055900096893311
2,0.19,0.4,0.5181,0.0175,0.9660999774932858,7.018499851226808
3,0.79,0.43,0.5181,0.0174,0.9279999732971193,6.955699920654298
4,0.82,0.43,0.5181,0.0125,0.84170001745224,5.011300086975098
5,0.79,0.46,0.5181,0.0204,0.9646000266075134,8.144100189208983
6,0.82,0.46,0.5181,0.0195,0.9653000235557556,7.806399822235107
7,0.19,0.37,0.5542,0.0141,0.8938000202178955,5.625199794769287
8,0.19,0.4,0.5542,0.0174,0.9800999760627748,6.950300216674805
9,0.79,0.43,0.5542,0.0164,0.9312999844551086,6.551599979400635
10,0.79,0.46,0.5542,0.0152,0.8913000226020813,6.0939998626708975
11,0.31,0.52,0.5542,0.0162,0.9473000168800354,6.475299835205077
12,0.25,0.64,0.5904,0.0134,0.9060999751091005,5.356100082397461
13,0.28,0.64,0.5904,0.0075,0.8163999915122986,2.9839999675750732
14,0.67,0.46,0.6988,0.013,0.9046000242233276,5.198400020599365
15,0.7,0.46,0.6988,0.0154,0.944599986076355,6.1778998374938965
16,0.28,0.4,0.7349,0.0089,0.8551999926567078,3.5536999702453613
17,0.31,0.4,0.7349,0.0102,0.8770999908447266,4.091700077056885
18,0.34,0.43,0.7711,0.0169,0.9422000050544742,6.765999794006348
19,0.37,0.43,0.7711,0.0122,0.9038000106811525,4.871799945831299
20,0.73,0.58,0.7711,0.0129,0.8562999963760376,5.145100116729736
21,0.76,0.58,0.7711,0.0114,0.8808000087738037,4.568900108337402
22,0.34,0.43,0.8072,0.0101,0.8029000163078308,4.036600112915038
23,0.28,0.52,0.8434,0.0103,0.8873000144958496,4.11460018157959
