anno_index,coord_x,coord_y,coord_z,diameter,malscore,diameter_mm
2,0.2632,0.3263,0.3514,0.0111,0.8817999958992004,4.224299907684326
16,0.2947,0.4211,0.5375,0.0086,0.8536000251770021,3.263700008392334
17,0.8316,0.4526,0.5375,0.0177,0.9473000168800354,6.717599868774414
18,0.8316,0.4842,0.5375,0.0218,0.9732999801635742,8.265399932861326
19,0.2,0.3895,0.5685,0.0153,0.9531000256538392,5.812900066375732
20,0.2,0.4211,0.5685,0.0181,0.9602000117301941,6.866399765014648
21,0.8316,0.4842,0.5685,0.0195,0.9639999866485596,7.416399955749513
25,0.2,0.4211,0.5995,0.008,0.8388000130653381,3.0394001007080083
26,0.2632,0.4526,0.5995,0.0163,0.9726999998092652,6.188300132751465
27,0.1684,0.4842,0.5995,0.0218,0.976199984550476,8.298600196838379
28,0.2,0.4842,0.5995,0.0208,0.9843000173568726,7.909200191497803
29,0.2632,0.4842,0.5995,0.015,0.9490000009536744,5.69379997253418
32,0.1684,0.4842,0.6305,0.0158,0.8400999903678894,5.998199939727782
33,0.2,0.4842,0.6305,0.0203,0.9873999953269958,7.703299999237058
34,0.3579,0.3579,0.7235,0.0144,0.901099979877472,5.480400085449219
35,0.6737,0.5474,0.7855,0.0181,0.8950999975204468,6.87939977645874
36,0.6737,0.5789,0.7855,0.0175,0.9114999771118164,6.632199764251709
37,0.7053,0.5789,0.7855,0.0183,0.932099997997284,6.967299938201902
38,0.7053,0.6105,0.7855,0.0144,0.897599995136261,5.4724998474121085
39,0.3895,0.4526,0.8165,0.0108,0.845300018787384,4.104599952697754
40,0.6737,0.5474,0.8165,0.0181,0.8865000009536743,6.859000205993652
41,0.6737,0.5789,0.8165,0.0148,0.9067000150680542,5.629199981689453
