anno_index,coord_x,coord_y,coord_z,diameter,malscore,diameter_mm
0,0.3778,0.5111,0.3899,0.0237,0.9549000263214112,8.546699523925781
1,0.4111,0.5111,0.3899,0.0205,0.9469000101089478,7.379799842834473
2,0.3778,0.5444,0.3899,0.0237,0.9545999765396118,8.533900260925293
3,0.4111,0.5444,0.3899,0.0209,0.9564999938011168,7.54040002822876
4,0.3778,0.5111,0.4277,0.0222,0.9348999857902528,7.988800048828125
5,0.4111,0.5111,0.4277,0.0176,0.8776000142097473,6.3180999755859375
6,0.3778,0.5444,0.4277,0.0191,0.8741000294685364,6.88700008392334
7,0.4111,0.5444,0.4277,0.0177,0.8341000080108643,6.361400127410889
8,0.7778,0.4111,0.4654,0.0206,0.961300015449524,7.4284000396728525
9,0.7778,0.4111,0.5031,0.0152,0.9239000082015992,5.457300186157227
19,0.7778,0.4444,0.6164,0.0145,0.9221000075340272,5.2221999168396
24,0.3778,0.6778,0.6918,0.0129,0.8270000219345093,4.656099796295166
25,0.3778,0.6778,0.7296,0.0093,0.8199999928474426,3.3482999801635738
