anno_index,coord_x,coord_y,coord_z,diameter,malscore,diameter_mm
4,0.303,0.3758,0.366,0.0217,0.9664000272750854,7.159299850463867
5,0.3394,0.3758,0.366,0.0189,0.9271000027656556,6.237599849700928
6,0.303,0.4121,0.366,0.0265,0.9726999998092652,8.748200416564941
7,0.3394,0.4121,0.366,0.0195,0.9445000290870668,6.447199821472168
8,0.303,0.3758,0.4052,0.02,0.9272999763488772,6.607699871063232
9,0.3394,0.3758,0.4052,0.0131,0.852400004863739,4.336100101470946
10,0.303,0.4121,0.4052,0.0251,0.9645000100135804,8.277700424194336
11,0.3394,0.4121,0.4052,0.0141,0.8623999953269958,4.637700080871582
15,0.2303,0.4485,0.4444,0.0152,0.871399998664856,5.030900001525879
16,0.3758,0.3758,0.4837,0.0144,0.902400016784668,4.743800163269043
17,0.303,0.6667,0.5621,0.0195,0.9225999712944032,6.435500144958496
18,0.303,0.6667,0.6013,0.0135,0.8776999711990356,4.467700004577637
22,0.4121,0.6303,0.7582,0.0231,0.8664000034332275,7.627399921417236
