anno_index,coord_x,coord_y,coord_z,diameter,malscore,diameter_mm
4,0.6471,0.7529,0.4468,0.0093,0.8126000165939331,3.149300098419189
5,0.6471,0.7882,0.4468,0.0172,0.8992999792098999,5.843200206756593
6,0.6471,0.7882,0.4779,0.0127,0.8026999831199646,4.331699848175049
7,0.5059,0.3647,0.5714,0.0188,0.9424999952316284,6.4000000953674325
8,0.1529,0.6824,0.5714,0.0155,0.838699996471405,5.276400089263916
9,0.1882,0.6824,0.5714,0.0163,0.9035000205039978,5.558599948883057
10,0.5059,0.3647,0.6026,0.0137,0.9351000189781188,4.674099922180176
12,0.1882,0.6824,0.6026,0.0124,0.8406000137329102,4.223299980163573
17,0.3647,0.4,0.7584,0.0206,0.9564999938011168,7.019999980926514
31,0.7529,0.6118,0.8519,0.0156,0.9028000235557556,5.295300006866455
32,0.3647,0.5059,0.8831,0.02,0.9362000226974488,6.789899826049805
