anno_index,coord_x,coord_y,coord_z,diameter,malscore,diameter_mm
9,0.7305,0.3831,0.2976,0.014,0.9631999731063844,6.277100086212157
10,0.7572,0.3831,0.2976,0.0165,0.9670000076293944,7.430699825286865
11,0.2227,0.4365,0.3333,0.0162,0.9825999736785888,7.261300086975098
12,0.2227,0.4365,0.369,0.0155,0.9689000248908995,6.958099842071532
13,0.2227,0.4633,0.369,0.0098,0.8306000232696533,4.383500099182129
14,0.4098,0.3296,0.4048,0.0107,0.8248999714851379,4.815899848937988
15,0.3831,0.3296,0.4405,0.0133,0.9629999995231628,5.980000019073486
16,0.4098,0.3296,0.4405,0.01,0.8575000166893005,4.478499889373778
17,0.5969,0.3296,0.4762,0.0126,0.932699978351593,5.672500133514402
18,0.6236,0.3296,0.4762,0.015,0.9639999866485596,6.743599891662598
19,0.2494,0.4633,0.5119,0.0115,0.9319000244140624,5.173900127410889
20,0.2762,0.4633,0.5119,0.01,0.9265000224113464,4.481800079345703
21,0.6771,0.3831,0.5833,0.0082,0.8072999715805054,3.659600019454956
23,0.6771,0.4098,0.5833,0.0088,0.8064000010490417,3.931900024414064
24,0.7038,0.4098,0.5833,0.0098,0.8544999957084656,4.3873000144958505
