anno_index,coord_x,coord_y,coord_z,diameter,malscore,diameter_mm
13,0.6778,0.5444,0.2604,0.0191,0.9462000131607056,6.86460018157959
14,0.7111,0.5444,0.2604,0.0173,0.9509000182151794,6.238500118255615
16,0.6778,0.5444,0.2959,0.0154,0.911199986934662,5.535999774932861
18,0.7778,0.2444,0.3669,0.0016,0.8068000078201294,0.5723000168800354
20,0.6444,0.3444,0.4024,0.0112,0.8185999989509583,4.047299861907959
33,0.2778,0.5778,0.5444,0.0211,0.955900013446808,7.609499931335449
35,0.3111,0.3444,0.5799,0.013000000000000001,0.8507999777793884,4.697100162506104
36,0.3444,0.3444,0.5799,0.0139,0.8719000220298767,4.994200229644775
37,0.2778,0.5778,0.5799,0.022000000000000002,0.9549000263214112,7.929800033569336
40,0.6778,0.3444,0.7219,0.0113,0.9031000137329102,4.075900077819823
41,0.6778,0.3444,0.7574,0.0086,0.8618999719619751,3.100800037384033
42,0.6111,0.3111,0.7929,0.0156,0.8359000086784363,5.621699810028076
43,0.6111,0.3444,0.7929,0.0207,0.9430999755859376,7.466100215911865
44,0.6778,0.3778,0.7929,0.0107,0.9424999952316284,3.853899955749512
45,0.6778,0.3778,0.8284,0.0059,0.8526999950408936,2.115499973297119
46,0.7111,0.3778,0.8284,0.0152,0.9250000119209292,5.467599868774414
47,0.6778,0.4111,0.8284,0.0194,0.9501000046730042,6.970600128173827
48,0.7111,0.4111,0.8284,0.0182,0.9829999804496764,6.538899898529053
49,0.6778,0.4444,0.8284,0.0221,0.9779000282287598,7.949699878692628
50,0.7111,0.4444,0.8284,0.0204,0.9718000292778016,7.350599765777588
53,0.5778,0.4111,0.8994,0.0168,0.8852000236511229,6.0304999351501465
54,0.6111,0.4111,0.8994,0.0171,0.9179000258445741,6.150100231170652
55,0.5778,0.4444,0.8994,0.0156,0.8518000245094299,5.60890007019043
56,0.6111,0.4444,0.8994,0.0133,0.8118000030517578,4.793099880218506
