anno_index,coord_x,coord_y,coord_z,diameter,malscore,diameter_mm
0,0.2632,0.7684,0.4088,0.0126,0.8046000003814697,4.7897000312805185
1,0.3579,0.4526,0.5083,0.0178,0.9415000081062316,6.761099815368652
2,0.8632,0.5474,0.5746,0.0138,0.9424999952316284,5.225399971008301
3,0.2947,0.7368,0.6077,0.0202,0.9254999756813048,7.660600185394287
4,0.2316,0.5789,0.6409,0.013999999999999999,0.9275000095367432,5.304900169372559
5,0.2947,0.5789,0.6409,0.0099,0.8377000093460083,3.7472000122070312
6,0.2947,0.7368,0.6409,0.0213,0.9169999957084656,8.077699661254883
7,0.7053,0.3263,0.674,0.0082,0.8201000094413757,3.10260009765625
8,0.2316,0.5789,0.674,0.0157,0.9416999816894532,5.950399875640869
9,0.2632,0.6421,0.674,0.0108,0.8371999859809875,4.101099967956543
10,0.2632,0.4211,0.7072,0.02,0.9635000228881836,7.586100101470947
11,0.2947,0.6421,0.7072,0.0075,0.8083000183105469,2.8591001033782963
12,0.7053,0.3579,0.7403,0.0114,0.8773999810218811,4.33080005645752
13,0.7053,0.3895,0.7403,0.0135,0.8909000158309937,5.144999980926514
14,0.7053,0.4211,0.8398,0.0121,0.9020000100135804,4.612800121307373
15,0.7368,0.4211,0.8398,0.0137,0.9361000061035156,5.199699878692627
16,0.8316,0.5474,0.8398,0.0199,0.9390000104904176,7.577899932861327
17,0.8632,0.5474,0.8398,0.0088,0.8378000259399414,3.3394999504089355
