anno_index,coord_x,coord_y,coord_z,diameter,malscore,diameter_mm
0,0.7182,0.5,0.2703,0.017,0.9582999944686892,7.472400188446045
1,0.7455,0.5,0.2703,0.0106,0.8895000219345093,4.662199974060059
2,0.2818,0.6909,0.2703,0.0153,0.9419000148773192,6.752500057220459
3,0.2818,0.4182,0.3351,0.0106,0.8517000079154968,4.678699970245361
4,0.3091,0.4182,0.3351,0.0125,0.8776000142097473,5.509900093078613
5,0.2818,0.4455,0.3351,0.0094,0.8048999905586243,4.141900062561035
6,0.7182,0.6364,0.3351,0.0107,0.8666999936103821,4.695799827575684
7,0.3636,0.5,0.3676,0.012,0.8712999820709229,5.272299766540527
8,0.2818,0.6636,0.4,0.0067,0.8011000156402588,2.9316999912261963
9,0.3636,0.6909,0.4,0.0101,0.901300013065338,4.465799808502197
10,0.6364,0.7182,0.4324,0.0073,0.8302000164985657,3.226999998092652
11,0.3364,0.4182,0.4649,0.0112,0.8806999921798706,4.936200141906738
12,0.3909,0.3364,0.5297,0.0124,0.8762000203132629,5.444799900054932
13,0.6364,0.7455,0.5297,0.0119,0.847000002861023,5.238800048828125
14,0.3364,0.3364,0.5622,0.0153,0.9265999794006348,6.730999946594237
15,0.3636,0.3364,0.5622,0.0126,0.911199986934662,5.553599834442139
16,0.2273,0.5273,0.5622,0.0148,0.9135000109672546,6.503300189971924
17,0.2545,0.5273,0.5622,0.0114,0.8770999908447266,4.998300075531006
22,0.3909,0.6909,0.5946,0.011000000000000001,0.8593000173568726,4.856599807739258
23,0.3364,0.7182,0.5946,0.0152,0.9333999752998352,6.667900085449219
24,0.3636,0.7182,0.5946,0.0094,0.8464999794960022,4.142899990081787
25,0.2818,0.4182,0.627,0.0174,0.9419000148773192,7.661799907684326
32,0.3091,0.5818,0.627,0.0146,0.95660001039505,6.4359002113342285
33,0.3364,0.7182,0.627,0.0142,0.9035000205039978,6.23859977722168
36,0.2818,0.4182,0.6595,0.0122,0.8898000121116638,5.360899925231934
42,0.6909,0.6364,0.6919,0.01,0.8091999888420105,4.40500020980835
45,0.3364,0.5818,0.7243,0.0108,0.8866999745368958,4.7555999755859375
46,0.4182,0.4455,0.7568,0.0197,0.9805999994277954,8.687299728393555
47,0.2818,0.5273,0.7568,0.0177,0.977299988269806,7.804200172424316
48,0.2818,0.5545,0.7568,0.0179,0.9879999756813048,7.865499973297119
49,0.3091,0.5545,0.7568,0.0147,0.9538999795913696,6.4612998962402335
50,0.3364,0.5818,0.7568,0.0077,0.8543999791145325,3.38319993019104
51,0.4182,0.4455,0.7892,0.0202,0.9735000133514404,8.893899917602539
52,0.3364,0.4727,0.7892,0.0178,0.9763000011444092,7.850800037384032
53,0.3636,0.4727,0.7892,0.0147,0.9452999830245972,6.4559998512268075
54,0.3364,0.5,0.7892,0.0196,0.9591000080108644,8.60200023651123
55,0.3636,0.5,0.7892,0.0171,0.9535999894142152,7.5278000831604
56,0.4182,0.5273,0.7892,0.0128,0.90829998254776,5.639900207519531
57,0.2818,0.5545,0.7892,0.0099,0.8445000052452087,4.371200084686278
58,0.3636,0.4455,0.8216,0.0164,0.9301000237464904,7.226099967956543
59,0.3364,0.4727,0.8216,0.0121,0.8677999973297119,5.323400020599365
60,0.3364,0.5,0.8216,0.0114,0.8533999919891357,5.000199794769287
61,0.3636,0.5,0.8216,0.0128,0.9164999723434448,5.6188998222351065
