anno_index,coord_x,coord_y,coord_z,diameter,malscore,diameter_mm
0,0.7778,0.2111,0.2841,0.0191,0.929199993610382,6.887899875640869
1,0.7778,0.2444,0.2841,0.0229,0.9650999903678894,8.226400375366211
2,0.7778,0.2111,0.3182,0.019,0.8973000049591064,6.839499950408936
3,0.7778,0.2444,0.3182,0.0235,0.9692000150680542,8.446000099182129
4,0.8444,0.3444,0.3182,0.0097,0.8309000134468079,3.48009991645813
5,0.6778,0.6778,0.3523,0.0093,0.8414000272750854,3.3596999645233154
6,0.6778,0.6778,0.3864,0.0171,0.9833999872207642,6.152999877929688
7,0.1444,0.3444,0.4545,0.0212,0.982200026512146,7.615099906921388
8,0.2444,0.4111,0.4886,0.0136,0.8418999910354614,4.885000228881836
12,0.2778,0.4444,0.4886,0.0198,0.9793999791145324,7.143199920654298
17,0.2444,0.4444,0.5227,0.0206,0.9887999892234802,7.4004998207092285
18,0.2778,0.4444,0.5227,0.0196,0.9742000102996826,7.045400142669678
21,0.2111,0.3111,0.5568,0.0102,0.8116999864578247,3.6561999320983887
22,0.2111,0.3111,0.5909,0.0097,0.8355000019073486,3.4809000492095947
23,0.6111,0.3778,0.5909,0.0134,0.9294000267982484,4.831099987030028
24,0.6111,0.3778,0.625,0.0148,0.9746000170707704,5.318299770355225
