anno_index,coord_x,coord_y,coord_z,diameter,malscore,diameter_mm
0,0.52,0.55,0.1423,0.0127,0.8860999941825867,5.061399936676025
7,0.16,0.46,0.2705,0.0025,0.9236999750137328,0.9958000183105468
8,0.34,0.55,0.2705,0.0123,0.8675000071525574,4.922500133514403
9,0.25,0.49,0.3986,0.0161,0.9340999722480774,6.4284000396728525
10,0.25,0.55,0.3986,0.018000000000000002,0.9472000002861024,7.191500186920166
11,0.28,0.55,0.3986,0.0116,0.8605999946594238,4.652400016784668
12,0.19,0.58,0.3986,0.0171,0.914900004863739,6.820700168609619
15,0.31,0.46,0.484,0.015,0.9193999767303468,6.001999855041504
16,0.34,0.46,0.484,0.0128,0.9027000069618224,5.133299827575684
17,0.31,0.49,0.484,0.0215,0.9733999967575072,8.586299896240233
18,0.34,0.49,0.484,0.0199,0.9696000218391418,7.951399803161621
19,0.19,0.64,0.484,0.0107,0.8373000025749207,4.27899980545044
22,0.31,0.49,0.5267,0.0187,0.9652000069618224,7.484499931335449
23,0.34,0.49,0.5267,0.0163,0.9376999735832214,6.507999897003174
27,0.28,0.55,0.6548,0.0126,0.9258999824523926,5.02899980545044
28,0.55,0.55,0.6548,0.0184,0.9394999742507936,7.345200061798098
61,0.37,0.49,0.8256,0.0053,0.9319000244140624,2.1300001144409184
