anno_index,coord_x,coord_y,coord_z,diameter,malscore,diameter_mm
1,0.8795,0.2651,0.2558,0.0207,0.8733999729156494,6.8836002349853525
14,0.1566,0.4096,0.5013,0.012,0.8835999965667725,3.9860999584198
15,0.7349,0.4096,0.5013,0.0181,0.9435999989509584,6.014999866485598
18,0.7349,0.4458,0.5013,0.0202,0.9728999733924866,6.714300155639648
23,0.7349,0.4458,0.532,0.0182,0.9679999947547911,6.0486998558044425
46,0.6627,0.3735,0.7161,0.0172,0.9621999859809875,5.7171998023986825
47,0.2289,0.6627,0.7468,0.0108,0.8055999875068665,3.596100091934204
50,0.3373,0.3373,0.8389,0.0118,0.8309000134468079,3.9286999702453613
53,0.6627,0.6265,0.9003,0.0207,0.9689000248908995,6.875699996948242
56,0.6627,0.6627,0.9003,0.0218,0.9603999853134156,7.237599849700928
