anno_index,coord_x,coord_y,coord_z,diameter,malscore,diameter_mm
0,0.34,0.58,0.5904,0.0187,0.9592999815940856,7.493800163269043
1,0.7,0.64,0.5904,0.0134,0.972000002861023,5.373000144958496
14,0.76,0.61,0.7711,0.0116,0.8723999857902527,4.637800216674805
15,0.67,0.49,0.8072,0.0145,0.8745999932289124,5.782400131225586
16,0.67,0.52,0.8072,0.0176,0.9154000282287598,7.0433998107910165
17,0.76,0.52,0.8072,0.0191,0.8934000134468079,7.649099826812744
18,0.79,0.52,0.8072,0.0156,0.9348000288009644,6.238699913024902
19,0.76,0.55,0.8072,0.0142,0.871399998664856,5.680900096893311
20,0.79,0.55,0.8072,0.0126,0.899399995803833,5.025100231170653
21,0.76,0.61,0.8072,0.0109,0.890999972820282,4.359899997711182
22,0.76,0.64,0.8072,0.0111,0.8838000297546387,4.45359992980957
23,0.67,0.49,0.8434,0.0192,0.9531000256538392,7.668399810791016
24,0.67,0.52,0.8434,0.02,0.9847000241279602,7.999300003051758
25,0.7,0.61,0.8795,0.0192,0.9452999830245972,7.695300102233888
26,0.58,0.64,0.8795,0.0088,0.8367000222206116,3.5246000289916988
27,0.7,0.64,0.8795,0.0192,0.9406999945640564,7.692299842834473
