anno_index,coord_x,coord_y,coord_z,diameter,malscore,diameter_mm
3,0.3102,0.5762,0.2651,0.0025,0.9914000034332277,0.902999997138977
4,0.3435,0.5762,0.2651,0.0022,0.9930999875068665,0.7861999869346619
6,0.3102,0.5762,0.3012,0.0022,0.9973999857902528,0.7903000116348267
7,0.3435,0.5762,0.3012,0.0017,0.9987000226974488,0.6241000294685364
8,0.3435,0.6094,0.3012,0.0013,0.8273000121116638,0.4524999856948853
13,0.2438,0.3435,0.3735,0.0143,0.8669000267982483,5.1655001640319815
14,0.8089,0.4432,0.3735,0.0175,0.948300004005432,6.333600044250487
15,0.2438,0.3435,0.4096,0.0221,0.9866999983787536,7.982900142669678
16,0.27699999999999997,0.3435,0.4096,0.0187,0.9768999814987184,6.736400127410889
17,0.1773,0.3767,0.4096,0.0202,0.959999978542328,7.289000034332275
18,0.2438,0.3767,0.4096,0.0249,0.9864000082015992,8.985899925231934
19,0.27699999999999997,0.3767,0.4096,0.0212,0.9825000166893004,7.663099765777588
20,0.8089,0.4432,0.4096,0.0139,0.8981999754905701,5.030600070953369
22,0.14400000000000002,0.3767,0.4458,0.0158,0.8755999803543091,5.703199863433838
23,0.1773,0.3767,0.4458,0.0194,0.963699996471405,6.99429988861084
24,0.14400000000000002,0.5762,0.4458,0.011000000000000001,0.8338000178337097,3.9677000045776367
25,0.2105,0.5762,0.4458,0.0191,0.9573000073432922,6.8850998878479
26,0.8089,0.5429,0.4819,0.01,0.8159000277519226,3.6112000942230233
27,0.27699999999999997,0.6094,0.4819,0.0156,0.9366000294685364,5.615300178527832
28,0.2438,0.3767,0.5181,0.0181,0.9222999811172484,6.545400142669678
29,0.14400000000000002,0.41,0.5181,0.0105,0.8009999990463257,3.7771999835968018
30,0.14400000000000002,0.4432,0.5181,0.0106,0.8791999816894531,3.8364999294281006
31,0.7424,0.5762,0.5181,0.0162,0.9352999925613404,5.847899913787843
32,0.2438,0.3435,0.5542,0.0232,0.9948999881744384,8.37030029296875
33,0.2438,0.3767,0.5542,0.0174,0.9545000195503236,6.271999835968018
36,0.9086,0.41,0.5542,0.0047,0.8737999796867371,1.682600021362305
38,0.7424,0.5762,0.5542,0.019,0.9789999723434448,6.8453001976013175
39,0.7424,0.6094,0.5542,0.0233,0.97979998588562,8.402400016784668
40,0.14400000000000002,0.27699999999999997,0.5904,0.0091,0.8745999932289124,3.2674999237060547
41,0.2438,0.3435,0.5904,0.0208,0.992900013923645,7.495500087738037
42,0.7424,0.3435,0.5904,0.0163,0.9247999787330629,5.869200229644775
43,0.2438,0.3767,0.5904,0.0152,0.9358000159263612,5.495200157165527
44,0.7424,0.3767,0.5904,0.0211,0.9542000293731692,7.608399868011475
45,0.7424,0.4432,0.5904,0.0195,0.9810000061988832,7.0381999015808105
46,0.7424,0.4765,0.5904,0.0232,0.9794999957084656,8.372900009155272
47,0.7424,0.3435,0.6265,0.0157,0.9132999777793884,5.662600040435791
48,0.2105,0.3767,0.6265,0.0124,0.8629999756813049,4.467400074005127
49,0.7424,0.3767,0.6265,0.0219,0.9707000255584716,7.8888001441955575
50,0.5429,0.3767,0.6627,0.015,0.8959000110626221,5.406300067901611
59,0.6759,0.5429,0.6988,0.0198,0.9456999897956848,7.140399932861327
62,0.6759,0.3767,0.7349,0.0212,0.9872000217437744,7.636300086975098
63,0.7091,0.3767,0.7349,0.0185,0.9693999886512756,6.676300048828125
64,0.6759,0.41,0.7349,0.0241,0.9897000193595886,8.698399543762207
65,0.7091,0.41,0.7349,0.0227,0.9861999750137328,8.202099800109862
70,0.6427,0.41,0.7711,0.0147,0.8949000239372253,5.299499988555908
71,0.6759,0.41,0.7711,0.0114,0.9035999774932858,4.1219000816345215
