anno_index,coord_x,coord_y,coord_z,diameter,malscore,diameter_mm
0,0.2533,0.6133,0.2207,0.0175,0.8978999853134155,5.246099948883057
1,0.3333,0.6133,0.2207,0.0223,0.9157000184059144,6.698299884796143
2,0.2533,0.6533,0.2207,0.0189,0.9162999987602234,5.663700103759768
3,0.8933,0.4533,0.2621,0.0198,0.8852999806404114,5.94950008392334
4,0.8933,0.4533,0.3034,0.0216,0.8921999931335449,6.4843997955322275
5,0.8533,0.4133,0.3448,0.0255,0.9401999711990356,7.65339994430542
6,0.8533,0.4133,0.3862,0.0203,0.9248999953269958,6.087100028991699
7,0.1733,0.4933,0.4276,0.0168,0.8815000057220459,5.054100036621094
8,0.8533,0.4133,0.469,0.0124,0.8039000034332275,3.719099998474121
9,0.1733,0.4933,0.469,0.0234,0.98089998960495,7.025100231170652
10,0.1733,0.5333,0.469,0.0194,0.9115999937057496,5.817500114440918
11,0.5733,0.6133,0.5931,0.0177,0.9171000123023988,5.317299842834473
12,0.6133,0.6133,0.5931,0.0223,0.9704999923706056,6.704699993133545
17,0.6533,0.2933,0.7586,0.0228,0.9487000107765198,6.84630012512207
18,0.6933,0.2933,0.7586,0.0195,0.9365000128746032,5.8460001945495605
19,0.2533,0.3333,0.7586,0.0189,0.8816999793052673,5.6606998443603525
20,0.6933,0.3333,0.7586,0.0185,0.9225000143051147,5.538000106811523
26,0.6533,0.4533,0.8414,0.0249,0.95770001411438,7.473100185394287
27,0.6533,0.4933,0.8414,0.0279,0.9659000039100648,8.362400054931639
